run_name,dx,d0,n_train,seed,oracle_mse,normal_mse,wall_time_seconds
dx128_d016_n10000_seed0,128,16,10000,0,34.30769428710938,27.967918490600585,32.827073097229004
dx128_d016_n10000_seed1,128,16,10000,1,35.51397265625,29.14518414001465,49.9489529132843
dx128_d016_n10000_seed2,128,16,10000,2,35.861365551757814,29.594346228027344,41.902042388916016
dx128_d016_n2000_seed0,128,16,2000,0,85.66566684570313,76.67726887207031,9.602951049804688
dx128_d016_n2000_seed1,128,16,2000,1,85.81678210449219,76.83329539794921,14.207807779312134
dx128_d016_n2000_seed2,128,16,2000,2,87.30302681884766,78.20035593261719,8.681260824203491
dx128_d016_n50000_seed0,128,16,50000,0,13.347353982543945,10.092608758163452,146.74872016906738
dx128_d016_n50000_seed1,128,16,50000,1,13.277547232055664,10.075811128997803,134.72162795066833
dx128_d016_n50000_seed2,128,16,50000,2,12.734754336547851,9.938597644042968,245.3475215435028
dx128_d02_n10000_seed0,128,2,10000,0,20.176541326904296,19.46583310546875,34.739068269729614
dx128_d02_n10000_seed1,128,2,10000,1,19.966390853881837,19.371815878295898,29.27928853034973
dx128_d02_n10000_seed2,128,2,10000,2,20.243498950195313,19.44101342163086,55.898693561553955
dx128_d02_n2000_seed0,128,2,2000,0,57.76751121826172,56.889076330566404,8.437272310256958
dx128_d02_n2000_seed1,128,2,2000,1,57.77456325683594,56.98170298461914,9.805332899093628
dx128_d02_n2000_seed2,128,2,2000,2,56.82123578491211,55.817385913085936,11.386145114898682
dx128_d02_n50000_seed0,128,2,50000,0,10.051648947143555,9.744958030700683,181.16796875
dx128_d02_n50000_seed1,128,2,50000,1,10.124314039611816,9.747320557022094,189.47137260437012
dx128_d02_n50000_seed2,128,2,50000,2,10.49230908203125,10.168690870666504,162.47632694244385
dx128_d04_n10000_seed0,128,4,10000,0,22.688576040649416,20.72899750366211,32.86956214904785
dx128_d04_n10000_seed1,128,4,10000,1,22.033696923828124,20.27128833618164,39.606321811676025
dx128_d04_n10000_seed2,128,4,10000,2,22.264577432250977,20.29387705078125,42.68980884552002
dx128_d04_n2000_seed0,128,4,2000,0,65.9933476928711,63.371838671875,10.942344427108765
dx128_d04_n2000_seed1,128,4,2000,1,66.25467086181641,63.90019061279297,11.795383930206299
dx128_d04_n2000_seed2,128,4,2000,2,66.71741258544922,64.02240364990234,8.241530895233154
dx128_d04_n50000_seed0,128,4,50000,0,10.974781098937989,10.144815990447999,160.55234909057617
dx128_d04_n50000_seed1,128,4,50000,1,10.965002575683593,10.255316731262207,154.80886387825012
dx128_d04_n50000_seed2,128,4,50000,2,10.712610089111328,10.187270959472656,209.08421206474304
dx128_d08_n10000_seed0,128,8,10000,0,25.67147553100586,21.73419674987793,30.278113842010498
dx128_d08_n10000_seed1,128,8,10000,1,25.365773690795898,21.170676222229005,29.917380571365356
dx128_d08_n10000_seed2,128,8,10000,2,24.77533163757324,21.05103257141113,30.507620334625244
dx128_d08_n2000_seed0,128,8,2000,0,73.9953307006836,68.62330400390626,12.24095106124878
dx128_d08_n2000_seed1,128,8,2000,1,72.85963764648437,67.76960170898438,14.715905904769897
dx128_d08_n2000_seed2,128,8,2000,2,74.78203579101563,69.42357264404296,12.526299715042114
dx128_d08_n50000_seed0,128,8,50000,0,11.84207921447754,10.19505520401001,138.22637510299683
dx128_d08_n50000_seed1,128,8,50000,1,11.69084003753662,10.0205614654541,128.24649000167847
dx128_d08_n50000_seed2,128,8,50000,2,11.416651763916015,10.222425575637818,182.97263026237488
dx32_d04_n10000_seed0,32,4,10000,0,1.4332809242248534,1.185756454706192,31.12933373451233
dx32_d04_n10000_seed1,32,4,10000,1,1.85050707321167,1.5718965727806091,31.234641075134277
dx32_d04_n10000_seed2,32,4,10000,2,1.470217790222168,1.2569162374973297,31.572693347930908
dx32_d04_n2000_seed0,32,4,2000,0,5.669104256439209,3.534651934814453,13.506621360778809
dx32_d04_n2000_seed1,32,4,2000,1,5.957616619110107,3.871897079086304,9.639482498168945
dx32_d04_n2000_seed2,32,4,2000,2,5.979822116088867,3.7636648166656492,10.361490964889526
dx32_d04_n50000_seed0,32,4,50000,0,0.41122742443084714,0.28370150620937346,139.44890069961548
dx32_d04_n50000_seed1,32,4,50000,1,0.4325821025371552,0.31391604009866714,139.01225399971008
dx32_d04_n50000_seed2,32,4,50000,2,0.4039672176361084,0.26001924513578417,201.26651620864868
dx512_d04_n10000_seed0,512,4,10000,0,260.186246484375,255.0670410888672,64.57835865020752
dx512_d04_n10000_seed1,512,4,10000,1,262.7506241699219,258.2640266601563,111.00913763046265
dx512_d04_n10000_seed2,512,4,10000,2,258.5796370117188,253.63917255859374,70.55921745300293
dx512_d04_n2000_seed0,512,4,2000,0,369.58529594726565,365.79759682617185,30.268615007400513
dx512_d04_n2000_seed1,512,4,2000,1,369.66928876953125,365.5509119628906,29.646707773208618
dx512_d04_n2000_seed2,512,4,2000,2,370.9025513671875,366.8082758300781,18.957806825637817
dx512_d04_n50000_seed0,512,4,50000,0,196.76542329101562,192.46177338867187,335.9825780391693
dx512_d04_n50000_seed1,512,4,50000,1,195.44885654296874,191.78876318359374,510.95093297958374
dx512_d04_n50000_seed2,512,4,50000,2,194.84002141113282,191.24664936523436,599.8722636699677
